symbol,date,netProfitMargin,grossProfitMargin,operatingProfitMargin,Name,Sector,Industry,Full Time Employees,Total ESG Risk score,Environment Risk Score,Governance Risk Score,Social Risk Score,Controversy Level,Controversy Score,ESG Risk Percentile,ESG Risk Level
CSGP,2020-12-31,0.136905002293524,0.8137646404290728,0.174321089752438,Costar Group Inc,Real Estate,Real Estate Services,"5,653",27.0,5.4,8.4,13.1,Low,1.0,53rd percentile,Medium
COST,2024-09-01,0.0289523016038325,0.1261333134213391,0.0364900394178885,Costco Wholesale Corp,Consumer Defensive,Discount Stores,"304,000",24.0,7.3,5.7,11.2,Significant,3.0,41st percentile,Medium
COST,2023-09-03,0.025968880267448,0.1225968880267448,0.03348879441991,Costco Wholesale Corp,Consumer Defensive,Discount Stores,"304,000",24.0,7.3,5.7,11.2,Significant,3.0,41st percentile,Medium
COST,2022-08-28,0.0257497113952607,0.1214871736122738,0.03433735470624,Costco Wholesale Corp,Consumer Defensive,Discount Stores,"304,000",24.0,7.3,5.7,11.2,Significant,3.0,41st percentile,Medium
COST,2021-08-29,0.0255551755993242,0.1288476948282285,0.0342368919353439,Costco Wholesale Corp,Consumer Defensive,Discount Stores,"304,000",24.0,7.3,5.7,11.2,Significant,3.0,41st percentile,Medium
COST,2020-08-30,0.0239984168960368,0.1308579344091244,0.0325915531808996,Costco Wholesale Corp,Consumer Defensive,Discount Stores,"304,000",24.0,7.3,5.7,11.2,Significant,3.0,41st percentile,Medium
CTRA,2024-12-31,0.2053865884939538,0.365518504946867,0.2544888237449615,Coterra Energy Inc,Energy,Oil & Gas E&P,981,46.0,24.1,8.8,13.1,Moderate,2.0,96th percentile,Severe
CTRA,2023-12-31,0.285890218156228,0.4408866995073892,0.3789584799437016,Coterra Energy Inc,Energy,Oil & Gas E&P,981,46.0,24.1,8.8,13.1,Moderate,2.0,96th percentile,Severe
CTRA,2022-12-31,0.4272650830355265,0.8512718099642632,0.5475089342022283,Coterra Energy Inc,Energy,Oil & Gas E&P,981,46.0,24.1,8.8,13.1,Moderate,2.0,96th percentile,Severe
CTRA,2021-12-31,0.3357494926065526,0.5616120614670919,0.4534647723977965,Coterra Energy Inc,Energy,Oil & Gas E&P,981,46.0,24.1,8.8,13.1,Moderate,2.0,96th percentile,Severe
CTRA,2020-12-31,0.1370494414382964,0.2940194623843603,0.2018240530633618,Coterra Energy Inc,Energy,Oil & Gas E&P,981,46.0,24.1,8.8,13.1,Moderate,2.0,96th percentile,Severe
CCI,2024-12-31,-0.5942448233861145,0.7187880633373934,-0.447320341047503,Crown Castle Inc,Real Estate,REIT—Specialty,"5,000",13.0,5.2,5.1,2.9,,0.0,7th percentile,Low
CCI,2023-12-31,0.2151554218593324,0.7163730124623979,0.3393496633720097,Crown Castle Inc,Real Estate,REIT—Specialty,"5,000",13.0,5.2,5.1,2.9,,0.0,7th percentile,Low
CCI,2022-12-31,0.2397652447752648,0.7039793873461209,0.3522759805324935,Crown Castle Inc,Real Estate,REIT—Specialty,"5,000",13.0,5.2,5.1,2.9,,0.0,7th percentile,Low
CCI,2021-12-31,0.1728706624605678,0.6856466876971609,0.3190851735015773,Crown Castle Inc,Real Estate,REIT—Specialty,"5,000",13.0,5.2,5.1,2.9,,0.0,7th percentile,Low
CCI,2020-12-31,0.1808219178082191,0.6662671232876712,0.2748287671232877,Crown Castle Inc,Real Estate,REIT—Specialty,"5,000",13.0,5.2,5.1,2.9,,0.0,7th percentile,Low
CSX,2024-12-31,0.2386519944979367,0.3674002751031637,0.3607290233837689,Csx Corp,Industrials,Railroads,"22,700",20.0,7.4,3.4,9.2,Significant,3.0,26th percentile,Medium
CSX,2023-12-31,0.253462509381183,0.3770894453162312,0.3794091560346592,Csx Corp,Industrials,Railroads,"22,700",20.0,7.4,3.4,9.2,Significant,3.0,26th percentile,Medium
CSX,2022-12-31,0.280482057496802,0.3894836060055208,0.4055073049215646,Csx Corp,Industrials,Railroads,"22,700",20.0,7.4,3.4,9.2,Significant,3.0,26th percentile,Medium
CSX,2021-12-31,0.301948570515892,0.4104775594952883,0.4467337486024597,Csx Corp,Industrials,Railroads,"22,700",20.0,7.4,3.4,9.2,Significant,3.0,26th percentile,Medium
CSX,2020-12-31,0.2612680714353207,0.4121704620617972,0.4121704620617972,Csx Corp,Industrials,Railroads,"22,700",20.0,7.4,3.4,9.2,Significant,3.0,26th percentile,Medium
CMI,2024-12-31,0.1157116884640197,0.2474634918773092,0.1099642249721424,Cummins Inc,Industrials,Specialty Industrial Machinery,"73,600",19.0,5.8,6.1,7.5,Moderate,2.0,23rd percentile,Low
CMI,2023-12-31,0.0215763980625275,0.2421547042418905,0.0516952884191985,Cummins Inc,Industrials,Specialty Industrial Machinery,"73,600",19.0,5.8,6.1,7.5,Moderate,2.0,23rd percentile,Low
CMI,2022-12-31,0.0766189356700149,0.2393317660468761,0.0795754078506803,Cummins Inc,Industrials,Specialty Industrial Machinery,"73,600",19.0,5.8,6.1,7.5,Moderate,2.0,23rd percentile,Low
CMI,2021-12-31,0.0887140418800216,0.2370842179759377,0.1126514299987511,Cummins Inc,Industrials,Specialty Industrial Machinery,"73,600",19.0,5.8,6.1,7.5,Moderate,2.0,23rd percentile,Low
CMI,2020-12-31,0.0903033668164151,0.2470344757962748,0.0890919186310635,Cummins Inc,Industrials,Specialty Industrial Machinery,"73,600",19.0,5.8,6.1,7.5,Moderate,2.0,23rd percentile,Low
CVS,2024-12-31,0.0123763106577362,0.1378748903594065,0.0228427961771309,Cvs Health Corp,Healthcare,Healthcare Plans,"219,000",23.0,0.0,6.4,16.4,Significant,3.0,36th percentile,Medium
CVS,2023-12-31,0.0233218550154286,0.1521370913644291,0.0384123026698269,Cvs Health Corp,Healthcare,Healthcare Plans,"219,000",23.0,0.0,6.4,16.4,Significant,3.0,36th percentile,Medium
CVS,2022-12-31,0.0133688098317037,0.1690157442466981,0.0246660898634588,Cvs Health Corp,Healthcare,Healthcare Plans,"219,000",23.0,0.0,6.4,16.4,Significant,3.0,36th percentile,Medium
CVS,2021-12-31,0.0273902728757219,0.1784253246197507,0.0455648708881213,Cvs Health Corp,Healthcare,Healthcare Plans,"219,000",23.0,0.0,6.4,16.4,Significant,3.0,36th percentile,Medium
CVS,2020-12-31,0.0267169322605375,0.1825266276153119,0.0517703363527424,Cvs Health Corp,Healthcare,Healthcare Plans,"219,000",23.0,0.0,6.4,16.4,Significant,3.0,36th percentile,Medium
DHR,2024-12-31,0.1633089005235602,0.5950157068062827,0.2036858638743455,Danaher Corp,Healthcare,Diagnostics & Research,"79,000",12.0,1.4,5.2,5.2,Moderate,2.0,4th percentile,Low
DHR,2023-12-31,0.1994139807450816,0.5874424445374634,0.2177480117203851,Danaher Corp,Healthcare,Diagnostics & Research,"79,000",12.0,1.4,5.2,5.2,Moderate,2.0,4th percentile,Low
DHR,2022-12-31,0.2290680308855772,0.6021098789361634,0.2760636776715071,Danaher Corp,Healthcare,Diagnostics & Research,"79,000",12.0,1.4,5.2,5.2,Moderate,2.0,4th percentile,Low
DHR,2021-12-31,0.2184157810749329,0.6095134621260992,0.2534546565714868,Danaher Corp,Healthcare,Diagnostics & Research,"79,000",12.0,1.4,5.2,5.2,Moderate,2.0,4th percentile,Low
DHR,2020-12-31,0.1636151498833243,0.559818704002872,0.1898671692694309,Danaher Corp,Healthcare,Diagnostics & Research,"79,000",12.0,1.4,5.2,5.2,Moderate,2.0,4th percentile,Low
DRI,2024-05-26,0.0902194907813871,0.2116066725197541,0.1153819139596137,Darden Restaurants Inc,Consumer Cyclical,Restaurants,"187,384",28.0,8.4,4.6,15.0,Moderate,2.0,57th percentile,Medium
DRI,2023-05-28,0.0936230668014264,0.1986498598371441,0.1145902858559469,Darden Restaurants Inc,Consumer Cyclical,Restaurants,"187,384",28.0,8.4,4.6,15.0,Moderate,2.0,57th percentile,Medium
DRI,2022-05-29,0.0989408099688473,0.2071651090342679,0.1206853582554517,Darden Restaurants Inc,Consumer Cyclical,Restaurants,"187,384",28.0,8.4,4.6,15.0,Moderate,2.0,57th percentile,Medium
DRI,2021-05-30,0.08745014660719,0.2075429746668334,0.0901460513333611,Darden Restaurants Inc,Consumer Cyclical,Restaurants,"187,384",28.0,8.4,4.6,15.0,Moderate,2.0,57th percentile,Medium
DRI,2020-05-31,-0.006302117357722,0.1804045139556033,0.1060984513699419,Darden Restaurants Inc,Consumer Cyclical,Restaurants,"187,384",28.0,8.4,4.6,15.0,Moderate,2.0,57th percentile,Medium
DVA,2024-12-31,0.0730629586713016,0.3290556394380264,0.1631208180686743,Davita Inc,Healthcare,Medical Care Facilities,"70,000",23.0,0.0,8.0,14.0,Moderate,2.0,35th percentile,
DVA,2023-12-31,0.0569626545708219,0.3146938830312351,0.1320234425497483,Davita Inc,Healthcare,Medical Care Facilities,"70,000",23.0,0.0,8.0,14.0,Moderate,2.0,35th percentile,
DVA,2022-12-31,0.0661669262441155,0.2928830357968815,0.1153380039473228,Davita Inc,Healthcare,Medical Care Facilities,"70,000",23.0,0.0,8.0,14.0,Moderate,2.0,35th percentile,
DVA,2021-12-31,0.0842126770955719,0.313834814396017,0.1546950170486669,Davita Inc,Healthcare,Medical Care Facilities,"70,000",23.0,0.0,8.0,14.0,Moderate,2.0,35th percentile,
DVA,2020-12-31,0.0669784887439652,0.3083813625677064,0.1467140592820947,Davita Inc,Healthcare,Medical Care Facilities,"70,000",23.0,0.0,8.0,14.0,Moderate,2.0,35th percentile,
DE,2024-10-27,0.1405439645274951,0.3859020547131715,0.2261966031909418,Deere & Co,Industrials,Farm & Heavy Construction Machinery,"82,200",17.0,3.2,6.6,6.9,Moderate,2.0,15th percentile,Low
DE,2023-10-29,0.1687358916478555,0.3702363563935732,0.2421823131058292,Deere & Co,Industrials,Farm & Heavy Construction Machinery,"82,200",17.0,3.2,6.6,6.9,Moderate,2.0,15th percentile,Low
DE,2022-10-30,0.139054639054639,0.3067353067353067,0.176007176007176,Deere & Co,Industrials,Farm & Heavy Construction Machinery,"82,200",17.0,3.2,6.6,6.9,Moderate,2.0,15th percentile,Low
DE,2021-10-31,0.1385680756628634,0.3187088978226012,0.1780726419259637,Deere & Co,Industrials,Farm & Heavy Construction Machinery,"82,200",17.0,3.2,6.6,6.9,Moderate,2.0,15th percentile,Low
DE,2020-11-01,0.0792293070675652,0.3126836011750475,0.1257992051149127,Deere & Co,Industrials,Farm & Heavy Construction Machinery,"82,200",17.0,3.2,6.6,6.9,Moderate,2.0,15th percentile,Low
DAL,2024-12-31,0.0560809824310951,0.2460620021738072,0.0972535405479941,Delta Air Lines Inc,Industrials,Airlines,"95,000",26.0,10.0,5.0,11.0,Moderate,2.0,49th percentile,
DAL,2023-12-31,0.0793998070562293,0.243505374862183,0.0951109426681367,Delta Air Lines Inc,Industrials,Airlines,"95,000",26.0,10.0,5.0,11.0,Moderate,2.0,49th percentile,
DAL,2022-12-31,0.0260567000118619,0.2095014036613815,0.0723775256019928,Delta Air Lines Inc,Industrials,Airlines,"95,000",26.0,10.0,5.0,11.0,Moderate,2.0,49th percentile,
DAL,2021-12-31,0.0093648617010602,0.071340178601291,0.06307903274357,Delta Air Lines Inc,Industrials,Airlines,"95,000",26.0,10.0,5.0,11.0,Moderate,2.0,49th percentile,
DAL,2020-12-31,-0.7244808423515647,-0.2555133079847909,-0.7293945598128108,Delta Air Lines Inc,Industrials,Airlines,"95,000",26.0,10.0,5.0,11.0,Moderate,2.0,49th percentile,
DVN,2024-12-31,0.1813676286072773,0.5961104140526976,0.2328732747804266,Devon Energy Corp,Energy,Oil & Gas E&P,"1,800",37.0,20.7,7.8,8.1,Moderate,2.0,85th percentile,High
DVN,2023-12-31,0.2455760912308297,0.6407130685542011,0.3029885961462839,Devon Energy Corp,Energy,Oil & Gas E&P,"1,800",37.0,20.7,7.8,8.1,Moderate,2.0,85th percentile,High
DVN,2022-12-31,0.3137878866920549,0.7381188377067139,0.4056027961813344,Devon Energy Corp,Energy,Oil & Gas E&P,"1,800",37.0,20.7,7.8,8.1,Moderate,2.0,85th percentile,High
DVN,2021-12-31,0.230460429297067,0.6486154350319515,0.2374242175979026,Devon Energy Corp,Energy,Oil & Gas E&P,"1,800",37.0,20.7,7.8,8.1,Moderate,2.0,85th percentile,High
DVN,2020-12-31,-0.5267191383595692,0.0811930405965203,-0.0186412593206296,Devon Energy Corp,Energy,Oil & Gas E&P,"1,800",37.0,20.7,7.8,8.1,Moderate,2.0,85th percentile,High
DXCM,2024-12-31,0.1428713116786511,0.6113811058765187,0.148772625836846,Dexcom Inc,Healthcare,Medical Devices,"7,500",24.0,5.0,8.0,10.0,,0.0,40th percentile,
DXCM,2023-12-31,0.1494906551086326,0.6318913397565082,0.1650056593876818,Dexcom Inc,Healthcare,Medical Devices,"7,500",24.0,5.0,8.0,10.0,,0.0,40th percentile,
DXCM,2022-12-31,0.1172589181387036,0.647157880266685,0.134442229706509,Dexcom Inc,Healthcare,Medical Devices,"7,500",24.0,5.0,8.0,10.0,,0.0,40th percentile,
DXCM,2021-12-31,0.0631815397181948,0.6863385746375332,0.0716356953236675,Dexcom Inc,Healthcare,Medical Devices,"7,500",24.0,5.0,8.0,10.0,,0.0,40th percentile,
DXCM,2020-12-31,0.2561893392847875,0.6644002698915243,0.1554471375927752,Dexcom Inc,Healthcare,Medical Devices,"7,500",24.0,5.0,8.0,10.0,,0.0,40th percentile,
DLR,2024-12-31,0.1084596706947726,0.5465113390392168,0.0849445037307145,Digital Realty Trust Inc,Real Estate,REIT—Specialty,"3,412",13.0,2.8,7.0,2.8,,0.0,6th percentile,Low
DLR,2023-12-31,0.1732385306645297,0.5256450494161011,0.0957559172702294,Digital Realty Trust Inc,Real Estate,REIT—Specialty,"3,412",13.0,2.8,7.0,2.8,,0.0,6th percentile,Low
DLR,2022-12-31,0.0804981591420327,0.5734190510576461,0.125743792299557,Digital Realty Trust Inc,Real Estate,REIT—Specialty,"3,412",13.0,2.8,7.0,2.8,,0.0,6th percentile,Low
DLR,2021-12-31,0.3860217173760011,0.6023167278810212,0.1567360745530087,Digital Realty Trust Inc,Real Estate,REIT—Specialty,"3,412",13.0,2.8,7.0,2.8,,0.0,6th percentile,Low
DLR,2020-12-31,0.091299615304709,0.6155196383654203,0.1428242428993272,Digital Realty Trust Inc,Real Estate,REIT—Specialty,"3,412",13.0,2.8,7.0,2.8,,0.0,6th percentile,Low
DG,2025-01-31,0.0277071916227957,0.2959077578156848,0.0422057766330345,Dollar General Corp,Consumer Defensive,Discount Stores,"170,000",17.0,3.3,5.5,8.6,Moderate,2.0,17th percentile,Low
DG,2024-02-02,0.0429362862629982,0.3028828291943093,0.063225594986241,Dollar General Corp,Consumer Defensive,Discount Stores,"170,000",17.0,3.3,5.5,8.6,Moderate,2.0,17th percentile,Low
DG,2023-02-03,0.063839285136268,0.3123303154776911,0.0879459386601558,Dollar General Corp,Consumer Defensive,Discount Stores,"170,000",17.0,3.3,5.5,8.6,Moderate,2.0,17th percentile,Low
DG,2022-01-28,0.0701110613715208,0.315980833565334,0.0941155097059071,Dollar General Corp,Consumer Defensive,Discount Stores,"170,000",17.0,3.3,5.5,8.6,Moderate,2.0,17th percentile,Low
DG,2021-01-29,0.0786755168387771,0.3176256596951199,0.1053362360842151,Dollar General Corp,Consumer Defensive,Discount Stores,"170,000",17.0,3.3,5.5,8.6,Moderate,2.0,17th percentile,Low
DLTR,2025-02-01,-0.1723753448815314,0.3580737833148448,0.0831697812668885,Dollar Tree Inc,Consumer Defensive,Discount Stores,"65,025",15.0,3.4,4.1,7.4,Moderate,2.0,10th percentile,Low
DLTR,2024-02-03,-0.0326233997085329,0.3049229180689979,-0.0288134153275083,Dollar Tree Inc,Consumer Defensive,Discount Stores,"65,025",15.0,3.4,4.1,7.4,Moderate,2.0,10th percentile,Low
DLTR,2023-01-28,0.0570174045327318,0.3153852398550034,0.0789327855370486,Dollar Tree Inc,Consumer Defensive,Discount Stores,"65,025",15.0,3.4,4.1,7.4,Moderate,2.0,10th percentile,Low
DLTR,2022-01-29,0.0504498275154628,0.2939569624485206,0.0688190508031548,Dollar Tree Inc,Consumer Defensive,Discount Stores,"65,025",15.0,3.4,4.1,7.4,Moderate,2.0,10th percentile,Low
DLTR,2021-01-30,0.0526043442979619,0.3053121802636685,0.0740083028542531,Dollar Tree Inc,Consumer Defensive,Discount Stores,"65,025",15.0,3.4,4.1,7.4,Moderate,2.0,10th percentile,Low
D,2024-12-31,0.1468981257348364,0.4787329690849989,0.2245660142471817,Dominion Energy Inc,Utilities,Utilities—Regulated Electric,"17,200",25.0,11.1,5.7,8.6,Moderate,2.0,45th percentile,Medium
D,2023-12-31,0.1385395678454804,0.4834294448690335,0.2371986382269158,Dominion Energy Inc,Utilities,Utilities—Regulated Electric,"17,200",25.0,11.1,5.7,8.6,Moderate,2.0,45th percentile,Medium
D,2022-12-31,0.0947768689912469,0.4575261874013488,0.1028124551585593,Dominion Energy Inc,Utilities,Utilities—Regulated Electric,"17,200",25.0,11.1,5.7,8.6,Moderate,2.0,45th percentile,Medium
D,2021-12-31,0.2976617917505911,0.4739469305543393,0.1747963919782818,Dominion Energy Inc,Utilities,Utilities—Regulated Electric,"17,200",25.0,11.1,5.7,8.6,Moderate,2.0,45th percentile,Medium
D,2020-12-31,-0.0282952300310471,0.5152413209144793,0.145004233700254,Dominion Energy Inc,Utilities,Utilities—Regulated Electric,"17,200",25.0,11.1,5.7,8.6,Moderate,2.0,45th percentile,Medium
DPZ,2024-12-29,0.1241220495595799,0.3927621357738032,0.1867661082233274,Domino S Pizza Inc,Consumer Cyclical,Restaurants,"6,500",31.0,7.7,6.6,16.7,Moderate,2.0,69th percentile,High
DPZ,2023-12-31,0.1158911611887239,0.3856394152912091,0.1829545662570395,Domino S Pizza Inc,Consumer Cyclical,Restaurants,"6,500",31.0,7.7,6.6,16.7,Moderate,2.0,69th percentile,High
DPZ,2023-01-01,0.099679799557344,0.3633565328780703,0.1692524262985772,Domino S Pizza Inc,Consumer Cyclical,Restaurants,"6,500",31.0,7.7,6.6,16.7,Moderate,2.0,69th percentile,High
DPZ,2022-01-02,0.1171501728220191,0.3874449123359418,0.1791005727533539,Domino S Pizza Inc,Consumer Cyclical,Restaurants,"6,500",31.0,7.7,6.6,16.7,Moderate,2.0,69th percentile,High
DPZ,2021-01-03,0.1193215833930593,0.3872562151313046,0.1762374462981713,Domino S Pizza Inc,Consumer Cyclical,Restaurants,"6,500",31.0,7.7,6.6,16.7,Moderate,2.0,69th percentile,High
DOV,2024-12-31,0.3482000627686176,0.3819591735456742,0.1557409207879927,Dover Corp,Industrials,Specialty Industrial Machinery,"25,000",25.0,7.1,5.8,12.4,Low,1.0,46th percentile,Medium
DOV,2023-12-31,0.1252442779410708,0.3655586649844622,0.1619247810001595,Dover Corp,Industrials,Specialty Industrial Machinery,"25,000",25.0,7.1,5.8,12.4,Low,1.0,46th percentile,Medium
DOV,2022-12-31,0.1252192031864268,0.3608814342305815,0.1621198558359998,Dover Corp,Industrials,Specialty Industrial Machinery,"25,000",25.0,7.1,5.8,12.4,Low,1.0,46th percentile,Medium
DOV,2021-12-31,0.1421280495292763,0.3755856301459413,0.1620709336353074,Dover Corp,Industrials,Specialty Industrial Machinery,"25,000",25.0,7.1,5.8,12.4,Low,1.0,46th percentile,Medium
DOV,2020-12-31,0.1022554669826564,0.3701537757190563,0.1395901408787868,Dover Corp,Industrials,Specialty Industrial Machinery,"25,000",25.0,7.1,5.8,12.4,Low,1.0,46th percentile,Medium
DHI,2024-09-30,0.129245083067492,0.2591042732069976,0.1657518463971479,Dr Horton Inc,Consumer Cyclical,Residential Construction,"13,237",22.0,9.4,5.7,6.7,Moderate,2.0,32nd percentile,Medium
DHI,2023-09-30,0.1338309776539464,0.2636856888247171,0.1810385669648396,Dr Horton Inc,Consumer Cyclical,Residential Construction,"13,237",22.0,9.4,5.7,6.7,Moderate,2.0,32nd percentile,Medium
DHI,2022-09-30,0.1749551971326164,0.3137425328554361,0.2261170848267622,Dr Horton Inc,Consumer Cyclical,Residential Construction,"13,237",22.0,9.4,5.7,6.7,Moderate,2.0,32nd percentile,Medium
DHI,2021-09-30,0.1503481648436318,0.283536519503712,0.1916490844020709,Dr Horton Inc,Consumer Cyclical,Residential Construction,"13,237",22.0,9.4,5.7,6.7,Moderate,2.0,32nd percentile,Medium
DHI,2020-09-30,0.1168671317653893,0.2431133715062207,0.1393622206576699,Dr Horton Inc,Consumer Cyclical,Residential Construction,"13,237",22.0,9.4,5.7,6.7,Moderate,2.0,32nd percentile,Medium
DTE,2024-12-31,0.1127077145380107,0.3482379385084691,0.1678574295576784,Dte Energy Company,Utilities,Utilities—Regulated Electric,"10,102",30.0,15.0,5.0,10.0,Moderate,2.0,66th percentile,Severe
DTE,2023-12-31,0.1096116123970184,0.3395056885052962,0.175990584542958,Dte Energy Company,Utilities,Utilities—Regulated Electric,"10,102",30.0,15.0,5.0,10.0,Moderate,2.0,66th percentile,Severe
DTE,2022-12-31,0.0563241106719367,0.1907634699396713,0.0909090909090909,Dte Energy Company,Utilities,Utilities—Regulated Electric,"10,102",30.0,15.0,5.0,10.0,Moderate,2.0,66th percentile,Severe
DTE,2021-12-31,0.0606121357925688,0.222935044105854,0.0999064421277733,Dte Energy Company,Utilities,Utilities—Regulated Electric,"10,102",30.0,15.0,5.0,10.0,Moderate,2.0,66th percentile,Severe
DTE,2020-12-31,0.119758382211328,0.2870524380635559,0.136128862820625,Dte Energy Company,Utilities,Utilities—Regulated Electric,"10,102",30.0,15.0,5.0,10.0,Moderate,2.0,66th percentile,Severe
DUK,2024-12-31,0.1490265836545113,0.9813881477089303,0.2610929933787924,Duke Energy Corp,Utilities,Utilities—Regulated Electric,"27,859",28.0,14.5,4.6,8.6,Moderate,2.0,54th percentile,Medium
DUK,2023-12-31,0.0977632484514797,0.4733654507914659,0.2432897453544391,Duke Energy Corp,Utilities,Utilities—Regulated Electric,"27,859",28.0,14.5,4.6,8.6,Moderate,2.0,54th percentile,Medium
DUK,2022-12-31,0.0886401557285873,0.4510567296996663,0.2089822024471635,Duke Energy Corp,Utilities,Utilities—Regulated Electric,"27,859",28.0,14.5,4.6,8.6,Moderate,2.0,54th percentile,Medium
DUK,2021-12-31,0.1587262905649648,0.4856829535762154,0.2233865399455749,Duke Energy Corp,Utilities,Utilities—Regulated Electric,"27,859",28.0,14.5,4.6,8.6,Moderate,2.0,54th percentile,Medium
DUK,2020-12-31,0.0589317812205769,0.4858769151758966,0.1956261234272019,Duke Energy Corp,Utilities,Utilities—Regulated Electric,"27,859",28.0,14.5,4.6,8.6,Moderate,2.0,54th percentile,Medium
DD,2024-12-31,0.0567576295817858,0.3638785725819473,0.1476667204908767,Dupont De Nemours Inc,Basic Materials,Specialty Chemicals,"23,000",29.0,13.4,7.4,8.1,Significant,3.0,59th percentile,Medium
DD,2023-12-31,0.0350513755386145,0.3507623467020219,0.1422770964534305,Dupont De Nemours Inc,Basic Materials,Specialty Chemicals,"23,000",29.0,13.4,7.4,8.1,Significant,3.0,59th percentile,Medium
DD,2022-12-31,0.4507951140815856,0.3545363755089498,0.1553353307213643,Dupont De Nemours Inc,Basic Materials,Specialty Chemicals,"23,000",29.0,13.4,7.4,8.1,Significant,3.0,59th percentile,Medium
DD,2021-12-31,0.5146426866146745,0.3656692662740728,0.1488142607034856,Dupont De Nemours Inc,Basic Materials,Specialty Chemicals,"23,000",29.0,13.4,7.4,8.1,Significant,3.0,59th percentile,Medium
DD,2020-12-31,-0.2058167108383317,0.3368670665364765,0.1762449435067652,Dupont De Nemours Inc,Basic Materials,Specialty Chemicals,"23,000",29.0,13.4,7.4,8.1,Significant,3.0,59th percentile,Medium
EMN,2024-12-31,0.0964613088893626,0.2440844169686634,0.1389895544659987,Eastman Chemical Co,Basic Materials,Specialty Chemicals,"14,500",25.0,12.0,7.0,5.0,Moderate,2.0,43rd percentile,
EMN,2023-12-31,0.0970684039087947,0.2237785016286645,0.1188925081433224,Eastman Chemical Co,Basic Materials,Specialty Chemicals,"14,500",25.0,12.0,7.0,5.0,Moderate,2.0,43rd percentile,
EMN,2022-12-31,0.0749527410207939,0.201984877126654,0.1185255198487712,Eastman Chemical Co,Basic Materials,Specialty Chemicals,"14,500",25.0,12.0,7.0,5.0,Moderate,2.0,43rd percentile,
EMN,2021-12-31,0.0818060328369606,0.2386407025582283,0.1794578083237877,Eastman Chemical Co,Basic Materials,Specialty Chemicals,"14,500",25.0,12.0,7.0,5.0,Moderate,2.0,43rd percentile,
EMN,2020-12-31,0.0564144930957158,0.2330933553640977,0.1142452496164286,Eastman Chemical Co,Basic Materials,Specialty Chemicals,"14,500",25.0,12.0,7.0,5.0,Moderate,2.0,43rd percentile,
ETN,2024-12-31,0.1525042205965109,0.38198408232173,0.1861886003698046,Eaton Corp Plc,Industrials,Specialty Industrial Machinery,"92,000",18.0,5.4,5.7,6.8,Low,1.0,18th percentile,Low
ETN,2023-12-31,0.138730815657872,0.3635540610450077,0.1674857734092084,Eaton Corp Plc,Industrials,Specialty Industrial Machinery,"92,000",18.0,5.4,5.7,6.8,Low,1.0,18th percentile,Low
ETN,2022-12-31,0.118639167309175,0.3318716268311488,0.1000867386276021,Eaton Corp Plc,Industrials,Specialty Industrial Machinery,"92,000",18.0,5.4,5.7,6.8,Low,1.0,18th percentile,Low
ETN,2021-12-31,0.1092317098023232,0.322753209700428,0.0764723863867943,Eaton Corp Plc,Industrials,Specialty Industrial Machinery,"92,000",18.0,5.4,5.7,6.8,Low,1.0,18th percentile,Low
ETN,2020-12-31,0.0789562101019151,0.305185351103147,0.0483256803673423,Eaton Corp Plc,Industrials,Specialty Industrial Machinery,"92,000",18.0,5.4,5.7,6.8,Low,1.0,18th percentile,Low
EBAY,2024-12-31,0.192064572595546,0.7199260916075075,0.225420597102013,Ebay Inc,Consumer Cyclical,Internet Retail,"11,600",17.0,1.0,7.0,9.0,Moderate,2.0,16th percentile,Negligible
EBAY,2023-12-31,0.2736352848101265,0.7198378164556962,0.1919501582278481,Ebay Inc,Consumer Cyclical,Internet Retail,"11,600",17.0,1.0,7.0,9.0,Moderate,2.0,16th percentile,Negligible
EBAY,2022-12-31,-0.1295558958652373,0.7263910158244002,0.2399183256763654,Ebay Inc,Consumer Cyclical,Internet Retail,"11,600",17.0,1.0,7.0,9.0,Moderate,2.0,16th percentile,Negligible
EBAY,2021-12-31,1.3059500959692898,0.7456813819577736,0.2805182341650671,Ebay Inc,Consumer Cyclical,Internet Retail,"11,600",17.0,1.0,7.0,9.0,Moderate,2.0,16th percentile,Negligible
EBAY,2020-12-31,0.6371711266022038,0.7979536766359343,0.2963795817404992,Ebay Inc,Consumer Cyclical,Internet Retail,"11,600",17.0,1.0,7.0,9.0,Moderate,2.0,16th percentile,Negligible
ECL,2024-12-31,0.1341939090551031,0.4346309731027736,0.1780273673243803,Ecolab Inc,Basic Materials,Specialty Chemicals,"47,000",24.0,9.0,6.0,8.0,Moderate,2.0,40th percentile,
ECL,2023-12-31,0.0895745486351353,0.403898121434446,0.130043994203731,Ecolab Inc,Basic Materials,Specialty Chemicals,"47,000",24.0,9.0,6.0,8.0,Moderate,2.0,40th percentile,
ECL,2022-12-31,0.0769463905609044,0.3775638224389969,0.0555970622647626,Ecolab Inc,Basic Materials,Specialty Chemicals,"47,000",24.0,9.0,6.0,8.0,Moderate,2.0,40th percentile,
ECL,2021-12-31,0.0887372281691025,0.4018895634213192,0.0700536397263824,Ecolab Inc,Basic Materials,Specialty Chemicals,"47,000",24.0,9.0,6.0,8.0,Moderate,2.0,40th percentile,
ECL,2020-12-31,0.0835269969975064,0.4142762633373479,0.0694220623907991,Ecolab Inc,Basic Materials,Specialty Chemicals,"47,000",24.0,9.0,6.0,8.0,Moderate,2.0,40th percentile,
